rng,-14,-11,-8,-5,-2,1,3,6,8,11,12,15,16,19,22,24,25,26,27
0xdec6f56b,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,
0x753f48c8,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,
0x46cf1d61,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,
0x9b294086,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,
0x8fdd7d47,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,
0xa9642974,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,
0x27ff2e9d,355,355,355,355,355,355,355,355,355,355,355,355,355,355,OUT,OUT,OUT,OUT,OUT,
0xb248df12,622,622,622,622,622,622,622,622,622,622,622,622,622,622,123,123,123,123,123,
0x36eaa6e3,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,
0x975468e0,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,
0x24251799,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,
0xca51da5e,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,
0xd816ce3f,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,
0x7847330c,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,
0x6f269455,222,222,222,222,222,222,222,222,222,222,222,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x635d3e6a,145,145,145,145,145,145,145,145,145,145,145,145,123,123,123,123,123,123,123,
0xe7b40f5b,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,OUT,OUT,OUT,
0x7fba73f8,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,123,123,
0xdb8920d1,214,214,214,214,214,214,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xb408d736,113,113,113,113,113,113,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x831a4637,456,456,456,456,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,
0x191ed7a4,513,513,513,513,513,513,513,111,111,111,111,111,111,111,111,111,111,111,111,
0x84adf90d,222,222,222,222,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,
0x6d0330c2,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,
0x5b430ed3,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,
0x5443ca10,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,
0xe0ce1909,235,235,235,235,235,235,235,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x2957970e,364,364,364,364,364,364,364,123,123,123,123,123,123,123,123,123,123,123,123,
0xad25c52f,456,456,456,246,246,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xac83773c,456,456,456,456,456,456,123,123,123,123,111,111,111,111,111,111,111,111,111,
0xf6b63cc5,222,222,456,456,456,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,123,123,123,123,123,123,
0x977a161a,534,534,534,534,534,123,123,111,111,111,111,111,111,111,111,111,111,111,111,
0x63d3854b,222,222,222,222,222,456,335,335,335,335,335,335,335,335,335,335,335,335,335,
0x16aecb28,346,346,346,346,346,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x3342e041,555,555,555,555,555,555,555,265,123,123,123,123,123,123,123,123,123,123,123,
0x271379e6,456,456,456,425,425,425,425,425,425,425,425,123,123,123,123,123,123,123,123,
0x40532b27,456,336,336,336,336,336,336,336,336,336,336,336,111,111,111,111,111,111,111,
0x1b971d4,333,655,655,655,655,655,655,655,655,655,655,655,655,655,655,655,655,111,111,
0x1a9c3f7d,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,
0xc78d4e72,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,OUT,OUT,OUT,OUT,
0xa33d52c3,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,123,123,123,123,
0xb625d740,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,
0xd1325679,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,
0x35ddfbe,264,264,264,264,264,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x5418581f,161,161,161,161,161,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x4031276c,456,456,456,456,456,624,624,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x3878e135,662,662,662,662,662,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x841439ca,222,222,222,222,222,222,363,363,363,363,363,363,363,363,363,363,363,363,363,
0x6274573b,411,411,411,411,411,411,411,411,411,411,411,111,111,111,111,111,111,111,111,
0xd0bf4e58,666,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,
0x1b635bb1,656,656,656,656,656,656,656,656,656,656,656,656,656,OUT,OUT,OUT,OUT,OUT,OUT,
0xcb242896,566,566,566,566,566,566,566,566,566,566,566,566,566,123,123,123,123,123,123,
0xfcc72c17,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,
0x4106f804,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,
0xa6a101ed,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,
0xab723822,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,OUT,OUT,OUT,OUT,
0xd90872b3,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,123,123,123,
0x24fd9070,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,
0x2898cfe9,522,522,522,522,522,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xcf9fb46e,663,663,663,663,663,663,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x8b0d870f,456,456,456,456,456,414,414,414,414,414,414,414,414,414,414,414,414,414,414,
0x9883439c,461,461,461,461,461,461,461,111,111,111,111,111,111,111,111,111,111,111,111,
0xd52581a5,555,555,555,555,555,325,325,325,325,325,325,325,325,123,123,123,123,123,123,
0x5916a97a,556,556,556,556,556,556,556,556,556,556,556,556,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xe4a5852b,141,141,141,141,141,141,141,141,141,141,141,141,141,123,123,123,123,123,123,
0xb34efd88,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,
0x9119321,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,
0x63d5e346,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,
0x3b754907,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,
0x4f9a6a34,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,
0x4953405d,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,
0xfafcedd2,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,
0x30936ea3,413,413,413,413,413,413,413,413,413,413,413,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x8f8df5a0,541,541,541,541,541,541,541,541,541,541,541,541,123,123,123,123,123,123,123,
0xfa088559,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,OUT,
0xca18151e,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,
0x55e451ff,641,641,641,641,641,641,641,641,641,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x4d6ccbcc,156,156,156,156,156,156,156,156,156,156,123,123,123,123,123,123,123,123,123,
0x89331e15,456,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,
0x972c652a,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,111,111,111,111,
0xcd360f1b,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,
0x6280d8b8,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,
0x89348691,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,
0x5183a9f6,323,323,323,323,323,323,323,323,323,323,323,323,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xbd1c81f7,233,233,233,233,233,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,123,123,123,123,123,123,
0x70c6c864,214,214,214,214,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0xf709facd,456,456,456,456,456,456,221,221,123,123,123,123,123,123,123,123,123,123,123,
0x41386f82,456,456,456,565,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x378d4693,222,222,222,222,222,222,222,326,326,326,326,123,111,111,111,111,111,111,111,
0x9b5a06d0,222,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,
0xa84876c9,146,146,146,146,146,146,146,146,146,146,146,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xa38201ce,254,254,254,254,254,254,254,254,254,254,254,254,123,123,123,123,123,123,123,
0xee3bb8ef,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,
0x59a0bffc,261,261,261,261,261,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x9cd8b685,226,226,226,226,226,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0xbfc06cda,456,456,456,456,456,456,364,364,123,123,123,123,123,123,123,123,123,123,123,
0xd0b4f50b,456,456,456,336,336,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x5137dfe8,222,222,222,222,222,222,222,315,315,315,315,315,111,111,111,111,111,111,111,
0xb0733601,222,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,
0x41487ca6,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,
0x703bd6e7,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,
0xe29f1294,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,
0xe7dc313d,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,OUT,
0x61efbd32,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,
0xc564fa83,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,
0xd4a4c400,354,354,354,354,354,354,354,354,354,354,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x55dfa439,561,561,561,561,561,561,561,561,561,561,561,123,123,123,123,123,123,123,123,
0x31587a7e,456,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,
0xb372bbdf,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,111,111,
0x4a92202c,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,
0x540d4af5,415,415,415,415,415,415,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x4fdc08a,256,256,256,256,256,256,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x657136fb,456,456,456,456,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,
0xf1171318,353,353,353,353,353,353,353,111,111,111,111,111,111,111,111,111,111,111,111,
0x8b34a171,444,444,444,444,654,654,654,654,654,654,654,654,654,654,654,654,654,654,654,
0xdcff5b56,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,
0x611247d7,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,
0xdf648c4,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,
0x7a0e3ad,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,
0x49add6e2,252,252,252,252,252,252,252,252,252,252,252,252,252,OUT,OUT,OUT,OUT,OUT,OUT,
0xeb498a73,462,462,462,462,462,462,462,462,462,462,462,462,462,462,123,123,123,123,123,
0xde712d30,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,
0x55150da9,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,
0x1dd67f2e,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,
0x1aa85acf,622,622,622,622,622,622,622,622,622,622,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x7073ec5c,351,351,351,351,351,351,351,351,351,351,351,123,123,123,123,123,123,123,123,
0x5e87db65,456,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,
0xf9cf603a,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,111,111,
0xb379d4eb,561,561,561,561,561,561,561,561,561,561,561,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xe2817248,365,365,365,365,365,365,365,365,365,365,365,123,123,123,123,123,123,123,123,
0x8d9fc8e1,614,614,614,614,614,614,614,614,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x7b434606,151,151,151,151,151,151,151,151,151,123,123,123,123,123,123,123,123,123,123,
0xa99ed4c7,456,456,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,
0xb65f6af4,366,366,366,366,366,366,366,366,366,366,366,366,366,111,111,111,111,111,111,
0x65ef121d,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,123,123,123,123,
0x9dbdbc92,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,
0xe429f663,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,
0xa2824260,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,
0x97efb319,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,
0x97f70fde,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,
0x9ebb95bf,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,
0xe39248c,551,551,551,551,551,551,551,551,551,551,551,551,551,OUT,OUT,OUT,OUT,OUT,OUT,
0x47bf67d5,111,111,111,111,111,111,111,111,111,111,111,111,111,123,123,123,123,123,123,
0x41e04bea,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,
0x849dcedb,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,
0x2499fd78,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,
0x39bac51,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,
0xcf6f3cb6,135,135,135,135,135,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x61a07db7,464,464,464,464,464,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x2a2d7924,456,456,456,456,456,536,536,536,536,536,536,536,536,536,536,536,536,536,536,
0xa61dbc8d,155,155,155,155,155,155,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x6c2a6e42,333,333,333,333,333,133,133,133,133,133,133,133,133,133,133,133,133,133,133,
0x4b53e53,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,
0x815b0390,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,
0x20369489,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,
0x3752c8e,346,346,346,346,346,346,346,346,346,346,346,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xb04b6caf,316,316,316,316,316,316,316,316,316,316,316,316,123,123,123,123,123,123,123,
0x8994c8bc,633,633,633,633,633,633,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,123,
0xe6eaf045,262,262,262,262,262,262,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x419b839a,456,456,456,456,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,
0x346c24cb,114,114,114,114,114,114,114,111,111,111,111,111,111,111,111,111,111,111,111,
0x4543b4a8,666,666,666,666,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,
0x80cf4bc1,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,
0x999e3f66,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,
0x8e9642a7,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,
0x72737354,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,OUT,OUT,OUT,OUT,
0x6f43e2fd,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,123,123,123,123,
0xdbbeebf2,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,
0xab5a6243,146,146,146,146,146,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x823e70c0,415,415,415,415,415,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x6f70b1f9,456,456,456,456,456,141,141,141,OUT,OUT,OUT,OUT,OUT,OUT,123,123,123,123,123,
0xa8cbd53e,245,245,245,245,245,245,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xa5b6df9f,444,444,444,444,444,621,621,621,621,621,621,621,621,621,621,621,621,621,621,
0x9af9d8ec,633,633,633,633,633,633,633,633,633,633,633,633,111,111,111,111,111,111,111,
0xcf0174b5,444,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,
0xce2c074a,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,
0xa033d6bb,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,
0x912197d8,564,564,564,564,564,564,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x50a1a731,441,441,441,441,441,441,441,123,123,123,123,123,123,123,123,123,123,123,123,
0x56ab4e16,456,456,456,456,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,
0x13bf2397,235,235,235,235,235,235,235,235,111,111,111,111,111,111,111,111,111,111,111,
0x83045984,555,555,555,143,143,143,143,143,143,123,123,123,123,123,123,123,123,123,123,
0xdc38856d,456,456,616,616,616,616,616,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xdc0635a2,113,113,113,113,113,113,113,123,123,123,123,123,123,123,111,111,111,111,111,
0x30486233,456,456,456,662,662,662,662,662,662,662,662,662,662,662,662,662,662,662,662,
0x832f89f0,451,451,451,451,451,451,451,451,451,451,111,111,111,111,111,111,111,111,111,
0xf6e50b69,666,666,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,OUT,
0x653609ee,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,
0xab1cee8f,353,353,353,353,353,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x7d9b551c,416,416,416,416,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0xbeb9f525,456,456,456,456,456,456,332,332,332,332,332,332,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xdd7cd6fa,412,412,412,412,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x1703e4ab,333,333,333,333,333,333,333,154,154,154,154,154,154,154,154,154,154,123,123,
0x4396a708,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,
0xe639bea1,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,
0xf03168c6,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,
0xa21a2087,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,
0x6a732bb4,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,
0xeb92a3dd,121,121,121,121,121,121,121,121,121,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xd54b4b52,136,136,136,136,136,136,136,136,136,123,123,123,123,123,123,123,123,123,123,
0xd56e3e23,456,456,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,
0x68f14f20,331,331,331,331,331,331,331,331,331,331,331,331,331,331,111,111,111,111,111,
0x879aa0d9,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,
0x5aaeca9e,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,
0xb25c997f,534,534,534,534,534,534,534,534,534,534,534,534,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x1f6c3d4c,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x108b7195,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,
0x3638f2aa,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,
0x49ab4e9b,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,OUT,OUT,OUT,
0xb6c5e238,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,123,123,
0x4c7e9211,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,
0x6c8b8f76,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,
0xa8663977,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,OUT,OUT,OUT,
0x8212e9e4,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,123,123,
0xefa93e4d,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,
0x58992d02,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,
0xb67af613,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,
0x4f06c050,224,224,224,224,224,224,224,224,224,224,224,224,224,OUT,OUT,OUT,OUT,OUT,OUT,
0xc2587249,623,623,623,623,623,623,623,623,623,623,623,623,623,623,123,123,123,123,123,
0x9ff1174e,636,636,636,636,636,636,636,636,636,636,636,636,636,636,636,636,636,636,636,
0x6314e06f,462,462,462,462,462,462,462,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x511f917c,641,641,641,641,641,641,641,123,123,123,123,123,123,123,123,123,123,123,123,
0x2aacea05,456,456,456,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,
0x1fcb5a5a,326,326,326,326,326,326,326,326,326,326,111,111,111,111,111,111,111,111,111,
0x3ab9148b,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,
0x93924968,441,441,441,441,441,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x96172181,412,412,412,412,412,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x9ed4c226,456,456,456,456,456,456,323,123,123,123,123,123,123,123,123,123,123,123,123,
0x43226e67,456,456,456,241,241,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x9df69414,444,444,444,444,444,444,444,426,426,426,111,111,111,111,111,111,111,111,111,
0xfe9354bd,444,444,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,
0xcfbadab2,545,545,545,545,545,545,545,545,545,545,545,545,545,OUT,OUT,OUT,OUT,OUT,OUT,
0xb8dd8a03,341,341,341,341,341,341,341,341,341,341,341,341,341,341,123,123,123,123,123,
0xb7b2dd80,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,
0x87a57fb9,134,134,134,134,134,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xf077effe,344,344,344,344,344,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0xaa4c35f,456,456,456,456,456,456,123,123,123,123,123,123,123,123,123,123,123,123,123,
0xf62851ac,456,456,456,456,456,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xef155e75,333,333,333,333,333,333,333,111,111,111,111,111,111,111,111,111,111,111,111,
0x125f0e0a,333,333,333,333,333,333,333,333,333,OUT,OUT,OUT,OUT,OUT,111,111,111,111,111,
0x2e7c367b,254,254,254,254,254,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x19edc98,456,456,456,456,456,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x4d6a6cf1,456,456,456,456,456,456,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xd6e800d6,222,222,222,222,222,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x2c8dbf57,222,222,222,222,222,222,222,222,365,365,365,365,365,365,365,365,365,365,365,
0x3cf12a44,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,
0x6227e72d,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,
0x2d3b5462,536,536,536,536,536,536,536,536,536,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x7bc4f9f3,654,654,654,654,654,654,654,654,654,123,123,123,123,123,123,123,123,123,123,
0xbbf8a6b0,456,456,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,OUT,OUT,
0x67c8c929,252,252,252,252,252,252,252,252,252,252,252,252,252,252,111,111,111,111,111,
0x5c7e54ae,352,352,352,352,352,352,352,352,352,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x8c2b424f,263,263,263,263,263,263,263,263,263,123,123,123,123,123,123,123,123,123,123,
0x34b97ddc,456,456,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,
0x2b7bcee5,263,263,263,263,263,263,263,263,263,263,263,263,263,263,111,111,111,111,111,
0x66df0dba,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,OUT,OUT,
0x9b03b46b,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,123,
0xd74e9bc8,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,
0xe49f7461,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,
0x91604b86,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,
0xaca72c47,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,
0xb895ac74,121,121,121,121,121,121,121,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x7fdf59d,363,363,363,363,363,363,363,123,123,123,123,123,123,123,123,123,123,123,123,
0x9c659a12,456,456,456,456,444,444,444,444,444,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x482045e3,435,435,435,435,435,435,435,435,435,111,111,111,111,111,111,111,111,111,111,
0x3b9b1be0,222,222,222,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,
0x12c94e99,632,632,632,632,632,632,632,632,632,632,632,632,632,632,111,111,111,111,111,
0xf8ff455e,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,
0x50875d3f,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,
0xa5c6160c,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,OUT,OUT,OUT,OUT,
0x9573b55,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,123,123,123,
0x6f6596a,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,
0x181e8e5b,544,544,544,544,544,544,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
